beer_name,style,brewery,city,abv,num_ratings,ba_score
Little Juice Coupe,American Lager,Three Heads Brewing,Rochester,6.5,10,3.92
Black Francis,American Stout,Thin Man Brewery,Buffalo,6.6,10,3.92
Out Of Phase #1,American Wild Ale,SingleCut Beersmiths,Queens,5,10,3.92
Extra Irish Stout,Irish Dry Stout,Davidson Brothers Restaurant & Brewery,Glens Falls,9.1,9,3.92
Finback / Big aLICe - Relaxation Cassette,American Wild Ale,Finback Brewery,Queens,8.8,9,3.92
Chief Matsaysay Porter,American Porter,Gilded Otter Brewing Company,New Paltz,5.6,9,3.92
"The Good, The Bad, The Argyle",New England IPA,Peekskill Brewery,Peekskill,6.5,9,3.92
G1 Golden Ale,Belgian Pale Ale,Transmitter Brewing,Brooklyn,6.6,9,3.92
Oatmeal Stout,English Oatmeal Stout,Water Street Brewing Co.,Binghamton,5.2,8,3.92
Cashmere Bomb,New England IPA,Sloop Brewing,Elizaville,6.5,8,3.92
DDH Make It Nice,American IPA,Sloop Brewing,Elizaville,6,8,3.92
Hopyard IPA,American IPA,Steuben Brewing Company,Hammondsport,?,8,3.92
Anthem Session,American IPA,Gun Hill Brewing Company,Bronx,5.5,7,3.92
Mad Fat Kilos,American Imperial IPA,Interboro Spirits and Ales,Brooklyn,8,7,3.92
WolfBoss,New England IPA,Newburgh Brewing Company,Newburgh,7,7,3.92
Amazing Larry,American Cream Ale,Community Beer Works,Buffalo,4.2,6,3.92
Autumn Rye,Rye Beer,Fifth Hammer Brewing,Queens,5.5,6,3.92
Saar-Bears Muffin Top,Fruit and Field Beer,The North Brewery,Endicott,6,6,3.92
Rosebud Stout,American Stout,Swiftwater Brewing Company,Rochester,8,6,3.92
Topos,German Pilsner,Grimm Artisanal Ales,Brooklyn,5,5,3.92
Oktoberfest,German Märzen / Oktoberfest,Barrier Brewing Company,Oceanside,6.6,5,3.92
Beyond,American Blonde Ale,Finback Brewery,Queens,6,5,3.92
KCBC / Adroit Theory - Thought Parasite,American IPA,Kings County Brewers Collective (KCBC),Brooklyn,7.2,5,3.92
Twelve Legs,American Imperial IPA,Spider Bite Beer Company,Holbrook,8.27,5,3.92
All Hail,Belgian Dubbel,Woodland Farm Brewery,Utica,8.3,4,3.92
Barrier / Greenport Harbor - From Us To You,American Stout,Barrier Brewing Company,Oceanside,6.8,4,3.92
Double IPA,American Imperial IPA,Circa Brewing Co.,Brooklyn,9,4,3.92
Illuminati IPA,American IPA,Twin Elder Brewery,Victor,6,4,3.92
Black Button Pale Wheat,American Pale Wheat Ale,Abandon Brewing Co.,Penn Yan,5.5,3,3.92
Kronk!,American Imperial IPA,Barrier Brewing Company,Oceanside,8,3,3.92
Uncle Ron,American Strong Ale,Bacchus & The Brewery at Bacchus,New Paltz,9.5,3,3.92
Blonde Botto,American Blonde Ale,Bottomless Brewing,Geneva,4.6,3,3.92
Pilsner,German Pilsner,Blue Point Brewing Company,Patchogue,?,3,3.92
Czech Yourself Pilsner,American Imperial Pilsner,C.H. Evans Brewing Company,Albany,8.5,3,3.92
Batch 001,American Imperial IPA,Folksbier Brewery,Brooklyn,8,3,3.92
Cranorangutang,American Wild Ale,Fifth Hammer Brewing,Queens,5,3,3.92
Sunbath,American IPA,Greenpoint Beer & Ale Company,Brooklyn,7.1,3,3.92
Chocolate Peanut Butter Porter,American Porter,Horseheads Brewing Inc.,Horseheads,7.6,3,3.92
Hectic IPA,American IPA,Harlem Blue,Harlem,6.2,3,3.92
Get Up On Outta Here!,American Imperial IPA,Moustache Brewing Co.,Riverhead,8.5,3,3.92
Finca LA,American Imperial Stout,Mikkeller NYC,Corona,10,3,3.92
Big in Japan,New England IPA,SingleCut Beersmiths,Queens,6.6,3,3.92
Internal Contradictions (Nelson Sauvin),Berliner Weisse,Threes Brewing,Brooklyn,3.7,3,3.92
Honey Saison,Belgian Saison,Woodcock Brothers Brewing Company,Wilson,7.8,2,3.92
Passion in the Glasses,Fruit and Field Beer,Artisanal Brew Works,Saratoga Springs,4.6,2,3.92
Winter Mosaic Enforcer,American Imperial IPA,42 North Brewing Company,East Aurora,?,2,3.92
Bourbon Barrel Aged Imperial Blackberry Stout,American Imperial Stout,Big Slide Brewery and Public House,Lake Placid,8.5,2,3.92
Self Induced Second Wind,American Wild Ale,Barrier Brewing Company,Oceanside,7.3,2,3.92
Pillow Hat,American Pale Ale (APA),Bacchus & The Brewery at Bacchus,New Paltz,4.5,2,3.92
Sweetbriar Belgian White,Belgian Witbier,Bolton Landing Brewing Company,Bolton Landing,5.2,2,3.92
Wee-Heavy Winter Ale 2008,Scotch Ale / Wee Heavy,CB Craft Brewers,Honeoye Falls,8.1,2,3.92
Fist Of Karma,American Brown Ale,Druthers Brewing Company,Albany,5.6,2,3.92
The Choice Dubbel,Belgian Dubbel,Druthers Brewing Company,Saratoga Springs,8,2,3.92
Stowaway,American Stout,Destination Unknown Beer Co.,Bay Shore,7.6,2,3.92
Funky Cherry,Belgian Witbier,Five & 20 Spirits and Brewing,Westfield,6.5,2,3.92
Cashmere Kid,New England IPA,Fifth Hammer Brewing,Queens,7.8,2,3.92
Unforgivable,American IPA,Fifth Hammer Brewing,Queens,6.2,2,3.92
Wake Up,American Pale Ale (APA),Fifth Frame Brewing Co.,Rochester,5.8,2,3.92
ET Found Home,German Pilsner,Evil Twin Brewing NYC,Queens,5,2,3.92
Far Out There,American IPA,Greenport Harbor Brewing Company,Greenport,7,2,3.92
Portal to the Stars,American Black Ale,Greenport Harbor Brewing Company,Greenport,8.1,2,3.92
The Plateau,American Imperial IPA,Greenpoint Beer & Ale Company,Brooklyn,8,2,3.92
Black & White Porter,American Porter,Great Adirondack Steak And Seafood Co.,Lake Placid,4.7,2,3.92
Superbock,German Bock,Gordon Biersch Brewery Restaurant,Syracuse,7.1,2,3.92
Superbock,German Bock,Gordon Biersch Brewery & Restaurant,Buffalo,7.1,2,3.92
Into The Wild,Belgian Saison,Keg & Lantern Brewing Co,Brooklyn,5.8,2,3.92
Erster Stout,American Stout,Ithaca Beer Company,Ithaca,7.1,2,3.92
Stache Black Lager,German Schwarzbier,Liquid State Brewing Company,Ithaca,5.5,2,3.92
Gal Friday (Passion Fruit),Berliner Weisse,LIC Beer Project,Queens,4,2,3.92
December IPA,American IPA,Moustache Brewing Co.,Riverhead,5.4,2,3.92
Ballista,American IPA,Mortalis Brewing Co.,Avon,6.7,2,3.92
Little Haystack,American IPA,Mean Max Brew Works,Glens Falls,4.5,2,3.92
Champagne Saison,Belgian Saison,Noble Shepherd Craft Brewery,Bloomfield,?,2,3.92
Pantry Beer,American IPA,Peekskill Brewery,Peekskill,6.8,2,3.92
S2 Orange Lemongrass Ginger Saison,Belgian Saison,Transmitter Brewing,Brooklyn,6.3,2,3.92
Mani-Two,American Imperial IPA,River Outpost Brewing,Peekskill,8.7,2,3.92
Black Rock Black IPA,American IPA,Rusty Nickel Brewing Co,West Seneca,5.2,2,3.92
We’ll Burn That Bridge When We Get There,Fruit and Field Beer,Rushing Duck Brewing Company,Chester,5.1,2,3.92
Floral Incandescent Porpoises,New England IPA,Secatogue Brewing Company,West Islip,6.5,2,3.92
Dry Irish Stout,Irish Dry Stout,Swiftwater Brewing Company,Rochester,5.5,2,3.92
Helles,German Helles,Swiftwater Brewing Company,Rochester,5.4,2,3.92
Black IPA,American Black Ale,Binghamton Brewing Company,Johnson City,6,1,3.92
Fortune Fetcher,American IPA,42 North Brewing Company,East Aurora,5.8,1,3.92
Brunch Porter,American Porter,1940's Brewing Company,Holbrook,6,1,3.92
Heron Go Bragh,Irish Dry Stout,Bolton Landing Brewing Company,Bolton Landing,6.8,1,3.92
Up In The Air New England IPA,New England IPA,Bolton Landing Brewing Company,Bolton Landing,7,1,3.92
Up And At 'Em,American Pale Ale (APA),Crossroads Brewing Company,Athens,5.9,1,3.92
Three Schillings,American Dark Wheat Ale,Crooked Ladder Brewing Company,Riverhead,6.6,1,3.92
Crux IPA,American IPA,Copper City Brewing Co,Rome,7.3,1,3.92
Table Pineapple,American Wild Ale,Common Roots Brewing Company,South Glens Falls,4,1,3.92
Oddmopolitan,Fruit and Field Beer,Destination Unknown Beer Co.,Bay Shore,6.4,1,3.92
Double Peach Frosted Pastry,New England IPA,Decadent Ales,Mamaroneck,8.6,1,3.92
Mr. Brown,English Brown Ale,Death Ave Brewing and Tap Room,New York,6.2,1,3.92
East End Boogie,American Imperial IPA,Greenport Harbor Brewing Company,Greenport,8,1,3.92
PUMPERNICKEL,American Porter,Gordon Biersch Brewery Restaurant,Syracuse,5.4,1,3.92
PUMPERNICKEL,American Porter,Gordon Biersch Brewery & Restaurant,Buffalo,5.4,1,3.92
Kitty,American Pale Ale (APA),Keegan Ales,Kingston,5.5,1,3.92
Chalice,American Black Ale,Iconyc Brewing Company,Queens,8.6,1,3.92
Prof Griffin Hands,English Old Ale,IBU Brewery,Syracuse,8.1,1,3.92
Milk of the Gods - Peach Cobbler,American IPA,Mortalis Brewing Co.,Avon,8,1,3.92
LeMint,Fruit and Field Beer,Po'Boy Brewery,Port Jefferson Station,5,1,3.92
Amber Ale,American Amber / Red Ale,Roc Brewing Company,Rochester,?,1,3.92
Chet Pils,Bohemian Pilsener,Rushing Duck Brewing Company,Chester,6,1,3.92
The Grasshopper Lies Heavy,New England IPA,Secatogue Brewing Company,West Islip,6.5,1,3.92
Karate Chop,American Brown Ale,Stoneyard Brewing Company,Brockport,6.9,1,3.92
2xPRESSO,English Sweet / Milk Stout,Southern Tier Brewing Company,Lakewood,7.5,595,3.91
NOMADer WEISSE,Berliner Weisse,Evil Twin Brewing,Brooklyn,4,502,3.91
Beast Bitter,English Extra Special / Strong Bitter (ESB),"Middle Ages Brewing Co., Ltd.",Syracuse,5.3,243,3.91
No Hero,English Oatmeal Stout,Evil Twin Brewing,Brooklyn,7,210,3.91
The Sauer Peach,Berliner Weisse,Sloop Brewing,Elizaville,4.3,168,3.91
Dabble,New England IPA,Sixpoint Brewery,Brooklyn,8.2,159,3.91
Disco Beer,American Imperial IPA,Evil Twin Brewing,Brooklyn,10.5,118,3.91
Castling,Belgian Saison,Grimm Artisanal Ales,Brooklyn,5.5,89,3.91
Non-Cents,American IPA,Barrier Brewing Company,Oceanside,5,62,3.91
SmackDab,American Lager,Barrier Brewing Company,Oceanside,6.9,59,3.91
CranBretty,American Wild Ale,Ithaca Beer Company,Ithaca,5,51,3.91
Newburgh Paper Box Pale Ale,American Pale Ale (APA),Newburgh Brewing Company,Newburgh,4.5,51,3.91
Köld One,German Kölsch,Mill House Brewing Company,Poughkeepsie,4.6,50,3.91
Miasma,American Black Ale,Finback Brewery,Queens,7.2,49,3.91
Frost Monster - Aged In Oak Barrels,American Imperial Stout,Captain Lawrence Brewing Co.,Elmsford,12,48,3.91
Plain Top Pils,Bohemian Pilsener,SingleCut Beersmiths,Queens,5.2,43,3.91
Chrysalis Into Beauty,American Imperial IPA,Foreign Objects Beer Company,New Paltz,9,38,3.91
Milk & Honey,American Blonde Ale,Greenpoint Beer & Ale Company,Brooklyn,4.9,34,3.91
Still Life,Belgian Saison,Grimm Artisanal Ales,Brooklyn,3.8,33,3.91
Styrian Farmhouse,Belgian Saison,Other Half Brewing Co.,Brooklyn,5.5,31,3.91
Black IPA,American Black Ale,Captain Lawrence Brewing Co.,Elmsford,7,30,3.91
Fat Cat Lagrrr,American Lager,SingleCut Beersmiths,Queens,5.6,29,3.91
Shadow Figures,American Porter,Common Roots Brewing Company,South Glens Falls,5.5,26,3.91
Nuggy Num Num,American IPA,Peekskill Brewery,Peekskill,6.5,26,3.91
Watch It Fall Slowly,German Pilsner,Other Half Brewing Co.,Brooklyn,4.9,22,3.91
Karass Robust Porter,Robust Porter ,Rare Form Brewing Company,Troy,6.6,21,3.91
(NO) Santa IPA,American IPA,Sloop Brewing,Elizaville,6,19,3.91
Silent Vixen,Belgian Saison,LIC Beer Project,Queens,7,18,3.91
Jamaica Me Coconuts!,Foreign / Export Stout,Barrier Brewing Company,Oceanside,5,17,3.91
Panther Like A Panther,American Stout,Interboro Spirits and Ales,Brooklyn,6.5,17,3.91
Tiny Juicy IPA,New England IPA,Five Boroughs Brewing Co,Brooklyn,4.2,15,3.91
The Territory,New England IPA,Hudson Valley Brewery,Beacon,7,15,3.91
Wheatball,Belgian Witbier,Sixpoint Brewery,Brooklyn,?,15,3.91
Ctrl-Alt-Del,German Altbier,Davidson Brothers Restaurant & Brewery,Glens Falls,5.2,14,3.91
dHop8,American Imperial IPA,Equilibrium Brewery,Middletown,8.5,14,3.91
Baltic Porter,Baltic Porter,Three Heads Brewing,Rochester,10.4,14,3.91
Uncle Boon's Brew,Chile Beer,Barrier Brewing Company,Oceanside,5.2,13,3.91
Evening's Empire,Belgian Strong Dark Ale,LIC Beer Project,Queens,8.5,12,3.91
Blue Hundreds,American Wild Ale,Hudson Valley Brewery,Beacon,6,11,3.91
Did I Make Myself Clear?,American IPA,Other Half Brewing Co.,Brooklyn,7.3,11,3.91
Pumpkin Spice Ale,Pumpkin Beer,Great Adirondack Steak And Seafood Co.,Lake Placid,5.8,10,3.91
No Half Steppin (Denali),American IPA,Radiant Pig Craft Beers,New York,7,10,3.91
I Pumpkin A,Pumpkin Beer,Finback Brewery,Queens,7.1,9,3.91
Solar Flare,Belgian IPA,Galaxy Brewing Company,Binghamton,7.8,9,3.91
The Genesis,German Pilsner,LIC Beer Project,Queens,5,9,3.91
Dr. Loomis Pumpkin Ale,Pumpkin Beer,Crossroads Brewing Company,Athens,5.6,8,3.91
Baltic Porter,Baltic Porter,Greenport Harbor Brewing Company,Greenport,8.5,8,3.91
Interboro / Pipeworks - Son Of A ,American IPA,Interboro Spirits and Ales,Brooklyn,6.7,8,3.91
Wanderlust ESB,English Extra Special / Strong Bitter (ESB),Moustache Brewing Co.,Riverhead,6.3,8,3.91
Other Half / Suarez Family - Neighborhood Flock,American Wild Ale,Other Half Brewing Co.,Brooklyn,5.3,8,3.91
A Chance Of Clouds,American IPA,The Lost Borough Brewing Co.,Rochester,7,8,3.91
Spike Driver Double IPA,American Imperial IPA,Twisted Rail Brewing Company,Canandaigua,7.3,8,3.91
Dry Irish Stout,Irish Dry Stout,Brown's Brewing Company,Troy,4.5,7,3.91
Genesee Brew House Winter Warmer,Winter Warmer,Genesee Brewing Co. / Dundee Brewing Co.,Rochester,9,6,3.91
Paradise Bay IPA,New England IPA,Bolton Landing Brewing Company,Bolton Landing,5.6,6,3.91
Barrier / Tin Man - 3 Prong Spear,American Imperial IPA,Barrier Brewing Company,Oceanside,7.7,5,3.91
VIP Room,American Pale Ale (APA),Barrier Brewing Company,Oceanside,7.4,5,3.91
Tight Squeeze IPA,American IPA,Bolton Landing Brewing Company,Bolton Landing,6.8,5,3.91
Black Forest Imperial Pilsener,German Pilsner,Black Forest Brew Haus,Farmingdale,8.1,5,3.91
Jamaica Bay IPA,American IPA,Greenpoint Beer & Ale Company,Brooklyn,6.8,5,3.91
London Gentleman,English Extra Special / Strong Bitter (ESB),Lucky Hare Brewing Company,Hector,5.7,5,3.91
Enforcer Double IPA,American Imperial IPA,42 North Brewing Company,East Aurora,10,4,3.91
Sour Porter?,American Wild Ale,Bridge and Tunnel Brewery,Queens,5.8,4,3.91
Oatmeal Stout,English Oatmeal Stout,Brewery Ommegang,Cooperstown,5.3,4,3.91
Gaffer’s Hearth,American Stout,North Fork Brewing Co.,Riverhead,7,4,3.91
Bakesale Oatmeal Nitro Stout,English Oatmeal Stout,Yonkers Brewing Co.,Yonkers,5,3,3.91
Imperial Porter,American Imperial Porter,"Chatham Brewing, LLC",Chatham,8,3,3.91
Ellicottville Bock,German Maibock,Ellicottville Brewing Co.,Ellicottville,6.7,3,3.91
Wait ... The L Train Isn't Closing?,American Imperial IPA,Evil Twin Brewing NYC,Queens,8.5,3,3.91
Lil Bruin Blackberry,Flanders Oud Bruin,Garvies Point Craft Brewery,Glen Cove,4.8,3,3.91
It Tastes Better Than The Truth,American IPA,Thin Man Brewery,Buffalo,7,3,3.91
Fall Tree Oktoberfest,German Märzen / Oktoberfest,Wolf Hollow Brewing Company,West Glenville,6.3,2,3.91
All America City,American IPA,Flying Bison Brewing Company,Buffalo,6.4,2,3.91
Borough to Borough,American Imperial IPA,Five Boroughs Brewing Co,Brooklyn,8.5,2,3.91
Clap Track,American Imperial IPA,Fifth Frame Brewing Co.,Rochester,8,2,3.91
Brew House S.M.A.S.H Pale Ale Nugget,American Pale Ale (APA),Genesee Brew House,Rochester,5.4,2,3.91
Raspberry Berliner Weiss 04 local to locals collaboration,Berliner Weisse,Great South Bay Brewery,Bay Shore,4,2,3.91
3.1886 GPA,German Kölsch,IBU Brewery,Syracuse,5.1,2,3.91
Eerie Canal Pumpkin Ale,Pumpkin Beer,Lock 32 Brewing Company,Pittsford,6.8,2,3.91
270 IPA,American IPA,Yard Owl Craft Brewery,Gardiner,5.7,1,3.91
Not-Lanta,New England IPA,Belt Line Brewery & Kitchen,Buffalo,6.6,1,3.91
Honey Badger,American Barleywine,Ausable Brewing Co.,Keeseville,10.1,1,3.91
Rockefeller Red,Flanders Red Ale,Duncan's Abbey,Tarrytown,7,1,3.91
Glow Up - Pineapple,Berliner Weisse,Folksbier Brewery,Brooklyn,4,1,3.91
Campfire Memories,Smoke Beer,Griffs Brewery,Spencerport,5,1,3.91
Goth Logger,German Schwarzbier,Greenport Harbor Brewing Company,Greenport,5.9,1,3.91
My Suffering is Your Nourishment?,American Imperial IPA,Moustache Brewing Co.,Riverhead,8.3,1,3.91
"Hey, Ho Simcoe",New England IPA,Mikkeller NYC,Corona,6,1,3.91
Queensfisher,Bohemian Pilsener,Mikkeller NYC,Corona,4.4,1,3.91
Chocolate Raspberry Torte,American Stout,New York Beer Project - Victor Beer Hall,Victor,5.8,1,3.91
Fire Alarm Copper Ale,American Amber / Red Ale,Rohrbach Brewing Company (Brewpub),Rochester,?,1,3.91
Augmented,American Wild Ale,SingleCut Beersmiths,Queens,5,1,3.91
Strawberry Hefeweizen,German Hefeweizen,The Lost Borough Brewing Co.,Rochester,4.7,1,3.91
Sheps Pilsner,German Pilsner,The Good Shepherds Brewing Co.,Auburn,?,1,3.91
Tripel Muscateer,Belgian Tripel,The Bronx Brewery,Bronx,10,1,3.91
Threes / KCBC Everybody’s Holding,American Lager,Threes Brewing,Brooklyn,4.2,1,3.91
Sweet Action,American Blonde Ale,Sixpoint Brewery,Brooklyn,5,"2,370",3.9
Justin Blåbær,Berliner Weisse,Evil Twin Brewing,Brooklyn,4.5,"1,028",3.9
Golden Delicious,Belgian Tripel,Captain Lawrence Brewing Co.,Elmsford,11,646,3.9
Nirvana IPA,American IPA,Brewery Ommegang,Cooperstown,6.5,452,3.9
Druid Fluid,American Barleywine,"Middle Ages Brewing Co., Ltd.",Syracuse,9.5,343,3.9
Bel Air Sour,American Wild Ale,Brooklyn Brewery,Brooklyn,5.8,316,3.9
Dark Vine Black India Pale Ale,American Black Ale,Ithaca Beer Company,Ithaca,9.5,286,3.9
Simple Sour,American Wild Ale,Peekskill Brewery,Peekskill,4.5,277,3.9
Modern IPA,American IPA,Evil Twin Brewing,Brooklyn,6,268,3.9
Kim Hibiscus Sour Lagrrr!,Berliner Weisse,SingleCut Beersmiths,Queens,4.2,215,3.9
Saranac Imperial Stout,American Imperial Stout,Matt Brewing Company / Saranac Brewery,Utica,9,198,3.9
The Defender,American Amber / Red Ale,Brooklyn Brewery,Brooklyn,7.2,73,3.9
Cassiopeia,Baltic Porter,Grimm Artisanal Ales,Brooklyn,10,63,3.9
Wandering Bine,Belgian Saison,Threes Brewing,Brooklyn,6.5,49,3.9
Saloon Doors,American Brown Ale,Other Half Brewing Co.,Brooklyn,7.6,48,3.9
Sønderho Hipster Ale,American Pale Ale (APA),Evil Twin Brewing,Brooklyn,5.5,43,3.9
Kim Tart Cherry Sour Lagrrr!,Berliner Weisse,SingleCut Beersmiths,Queens,3.8,42,3.9
Wild Mustang,Belgian IPA,Abandon Brewing Co.,Penn Yan,6.8,39,3.9
Sullivan's Stout,American Stout,Horseheads Brewing Inc.,Horseheads,5.3,37,3.9
Silverback Double IPA,American Imperial IPA,CB Craft Brewers,Honeoye Falls,8.75,30,3.9
Winter Spiced French Toast,New England IPA,Decadent Ales,Mamaroneck,8.6,29,3.9
Stormborn,Belgian Pale Ale,Sand City Brewing Co.,Northport,6,28,3.9
Tiny Acorn,Belgian Saison,Plan Bee Farm Brewery,Poughkeepsie,4.5,25,3.9
Lomax,American IPA,Barrier Brewing Company,Oceanside,5.8,24,3.9
Alpaca Kisses,New England IPA,Swiftwater Brewing Company,Rochester,7.8,24,3.9
Hoppy Holidays,Winter Warmer,Chelsea Craft Brewing Company,Bronx,7.9,23,3.9
Kicking And Screaming,German Pilsner,Threes Brewing,Brooklyn,5.2,22,3.9
Mosaic Sunrise IPA,American IPA,Ellicottville Brewing Co.,Ellicottville,6,20,3.9
Purgatory Porter,American Porter,The Blind Bat Brewery LLC,Centerport,5.6,19,3.9
Fudgie The Beer,American Stout,Captain Lawrence Brewing Co.,Elmsford,6,17,3.9
Oblong,American Strong Ale,Barrier Brewing Company,Oceanside,8.5,14,3.9
Black Raspberry Cream Pop,New England IPA,Decadent Ales,Mamaroneck,8.6,14,3.9
Small Nelson Everything,American IPA,Other Half Brewing Co.,Brooklyn,6.5,14,3.9
Rhuby Soho,Belgian Saison,Newburgh Brewing Company,Newburgh,7,13,3.9
Jacobs Brook,American Brown Ale,Abandon Brewing Co.,Penn Yan,5.2,12,3.9
Asylum Porter,English Porter,42 North Brewing Company,East Aurora,6.8,12,3.9
Perturbation Citra,American IPA,Equilibrium Brewery,Middletown,6.5,12,3.9
Self Decapitation,American Imperial IPA,Alewife,Queens,8.5,11,3.9
Belgian Golden Strong,Belgian Strong Pale Ale,Brown's Brewing Company,Troy,9.75,11,3.9
CO-OPERation IPA,American IPA,Peekskill Brewery,Peekskill,6.4,11,3.9
Rebel Soul,American Porter,Three Heads Brewing,Rochester,7.6,11,3.9
Stumped,American Brown Ale,Sixpoint Brewery,Brooklyn,8.7,11,3.9
Gastronomical IPA,American IPA,Keg & Lantern Brewing Co,Brooklyn,7,10,3.9
"Dream Layers (Mosaic, El Dorado and Motueka)",American IPA,Other Half Brewing Co.,Brooklyn,6,10,3.9
Confiscator,German Doppelbock,Three Heads Brewing,Rochester,7,10,3.9
Sticky Fingers IPA,American IPA,R.S. Taylor & Sons Brewing,Salem,7.8,9,3.9
Dark Bay Stout,American Stout,Paradox Brewery,Schroon Lake,8.5,8,3.9
Wallonia Wit,Belgian Witbier,42 North Brewing Company,East Aurora,5.4,8,3.9
Electric Crimson,Belgian Saison,Threes Brewing,Brooklyn,6.5,8,3.9
Symphonie des Grauens,German Kellerbier / Zwickelbier,Foreign Objects Beer Company,New Paltz,5.5,7,3.9
Cassius,American Imperial IPA,Greenpoint Beer & Ale Company,Brooklyn,8.4,7,3.9
Fresh Powder Milk Stout,English Sweet / Milk Stout,Lake Placid Craft Brewing Company,Lake Placid,5.4,7,3.9
Punch Out IPA,American IPA,Gun Hill Brewing Company,Bronx,6.5,6,3.9
Double Rail IPA,American Imperial IPA,Twisted Rail Brewing Company,Canandaigua,7.3,6,3.9
Magic Skyway,American IPA,Mikkeller NYC,Corona,6,5,3.9
Bill And Sal's Excellent Adventure,American IPA,The Bronx Brewery,Bronx,7,5,3.9
Unfinished Business Scottish Ale,Scottish Ale,The Brewery Of Broken Dreams,Hammondsport,4.7,5,3.9
Salt And Pepper Black Saison,Belgian Saison,Big aLICe Brewing,Queens,8.2,4,3.9
Dive Bar Unfiltered Amber Ale,American Amber / Red Ale,"Chatham Brewing, LLC",Chatham,6,4,3.9
Espresso Whale,American Brown Ale,Community Beer Works,Buffalo,5.9,4,3.9
Tenor Gladness,Belgian Strong Dark Ale,Fifth Hammer Brewing,Queens,8.2,4,3.9
Marble of Doom III,American Wild Ale,Kings County Brewers Collective (KCBC),Brooklyn,5,4,3.9
Pineapple/Tangerine Milkshake IPA,American IPA,K2 Brothers Brewing,Rochester,6.5,4,3.9
